obs_heldout,ho_null_mean,ho_null_std,ho_null_p95,ho_null_p99,ho_null_max,ho_null_min,z_score,p_empirical,N
0.4481542318283321,-0.00527147940870375,0.018549853106937943,0.026044843689965673,0.027467453459185928,0.029168821534899105,-0.05098756747549058,24.44362813002566,0.01639344262295082,60
