observed_heldout,null_mean,null_sd,null_max,null_min,exceedances,n_shuffles,plus_one_p,seed
0.4481542318283321,-0.00527147940870375,0.018549853106937943,0.029168821534899105,-0.05098756747549058,0,60,0.01639344262295082,0
