gene,condition_raw,donor_corr_all_mean,donor_corr_all_min,donor_corr_hits_mean,guide_corr_all,guide_corr_signif,ontarget_effect_size,ontarget_significant,n_cells_target
CDIPT,Rest,,,,0.0089845343427011,0.7189787711673075,-13.335640574094413,True,446.0
CDIPT,Stim48hr,,,,,,-6.281445700922431,True,282.0
CDIPT,Stim8hr,0.0989351036886657,0.0595825192227735,0.5770371161695705,0.0231224732773886,0.1671124102514579,-10.862685771002896,True,336.0
CDK10,Rest,,,,-0.040697740939944,1.0,0.0,False,1109.0
CDK10,Stim48hr,,,,0.0547718508528533,1.0,0.0,False,1034.0
CDK10,Stim8hr,,,,-0.0215681334403516,-0.3985327353611567,0.0,False,947.0
CDK11A,Rest,,,,0.0625985496242873,,-3.576458250679304,False,443.0
CDK11A,Stim48hr,,,,0.0510313884031435,,-4.453104260193688,False,438.0
CDK11A,Stim8hr,,,,0.063157824548283,,-4.947932062161929,True,425.0
CDK12,Stim48hr,,,,,,0.0,False,27.0
CDK13,Rest,0.2316304797865358,0.1733017392100003,0.7849670250377687,0.271249720230475,0.7786106294262569,-13.990399292073818,True,683.0
CDK13,Stim48hr,0.2268067335098708,0.2092455649492329,0.8350996598520881,0.2530199328130977,0.7748097204464914,-14.615639098431886,True,752.0
CDK13,Stim8hr,0.2412947046006408,0.2311612359163564,0.8511962076244557,0.291118366019,0.7407508582687625,-16.715302548926637,True,714.0
CDK16,Rest,,,,,,-13.27345203270958,True,656.0
CDK16,Stim48hr,,,,,,-15.233898614675262,True,515.0
CDK16,Stim8hr,,,,,,-13.210694851295374,True,523.0
CDK17,Rest,,,,-0.0290127085233611,,-10.756903349486224,True,786.0
CDK17,Stim48hr,,,,0.0606318919330565,1.0,-9.446740258609934,True,617.0
CDK17,Stim8hr,,,,0.0903506180020513,,-13.136128803031449,True,698.0
CDK19,Rest,,,,0.0445789036700472,0.8347409602732161,-9.329826914550695,True,651.0
CDK19,Stim48hr,,,,0.0398577173864761,0.8760588387704974,-9.443995251153536,True,531.0
CDK19,Stim8hr,,,,0.0158865703066169,0.8513542319858547,-7.236740353684807,True,605.0
CDK2,Rest,,,,0.115028952959804,,-13.331591490534116,True,590.0
CDK2,Stim48hr,0.1433709371945489,0.1300081731463798,0.8449430586195916,0.1599197398532624,0.7856895114897913,-21.88494718232642,True,598.0
CDK2,Stim8hr,0.1477361640953639,0.0862593829847765,0.8715249842796772,0.1212094458108478,0.9162626086906508,-12.1990678824926,True,612.0
CDK20,Rest,,,,0.2316347500782153,,-1.2186505948411022,False,502.0
CDK20,Stim48hr,,,,0.1563022793570861,,-1.1894177132095247,False,385.0
CDK20,Stim8hr,,,,0.2079971968403379,,-2.929488965837713,False,409.0
CDK2AP1,Rest,,,,-0.0847455717895403,,-10.21198607898213,True,267.0
CDK2AP1,Stim48hr,,,,-0.0021246617172439,1.0,-18.412954915585875,True,495.0
CDK2AP1,Stim8hr,,,,,,-14.765827926504535,True,439.0
CDK2AP2,Rest,,,,0.0503934478094693,0.2484256209619745,-11.709745070719716,True,347.0
CDK2AP2,Stim48hr,,,,0.0138691097670521,0.6902919108421386,-12.031527711194263,True,371.0
CDK2AP2,Stim8hr,0.1099327449186257,0.0599883812386828,0.8296801621764002,0.1390383213606138,0.4694796771882854,-11.12954431409296,True,378.0
CDK4,Rest,,,,0.0620547725599843,0.9547293179720976,-16.989606944809452,True,515.0
CDK4,Stim48hr,,,,0.0982693775423359,0.8813548894979385,-25.320419491452945,True,574.0
CDK4,Stim8hr,,,,0.1230115657526695,-1.0,-30.583403206677083,True,530.0
CDK5,Rest,,,,,,0.0350671059314574,False,198.0
CDK5,Stim48hr,,,,,,0.4129557939748481,False,243.0
CDK5,Stim8hr,,,,,,-1.0636439307153205,False,186.0
CDK5R1,Rest,,,,,,-2.3731948898784947,False,569.0
CDK5R1,Stim48hr,,,,,,-6.7862138205931215,True,504.0
CDK5R1,Stim8hr,,,,,,-3.892282373549525,False,409.0
CDK5RAP1,Rest,,,,0.046686158054634,0.660956978028342,-16.404572343261794,True,1580.0
CDK5RAP1,Stim48hr,,,,0.041094187158643,,-17.3674250662341,True,1086.0
CDK5RAP1,Stim8hr,,,,0.0471215391478627,,-19.773963833811063,True,1043.0
CDK5RAP2,Rest,,,,0.0098560431538784,,-20.71464953942717,True,758.0
CDK5RAP2,Stim48hr,,,,0.0596114392871182,,-23.31566529608177,True,807.0
CDK5RAP2,Stim8hr,,,,0.0678068998045794,,-17.974061704584074,True,748.0
CDK5RAP3,Rest,0.0448247524907343,0.0046373831117651,0.6989172024657427,,,-18.474361452722054,True,793.0
CDK5RAP3,Stim48hr,0.0951010869647908,0.0890767999284688,0.7188751675390644,0.0583659980355784,0.3673912825071151,-19.038921271047016,True,611.0
CDK5RAP3,Stim8hr,0.0734607709467519,0.0476175662875143,0.6825180218497099,0.054046482312738,0.5769644998354372,-17.765300844275366,True,660.0
CDK6,Rest,,,,0.0238043231837809,,-4.305929728029681,False,626.0
CDK6,Stim48hr,,,,0.0799189797392048,,-2.86997762652655,False,660.0
CDK6,Stim8hr,,,,0.0106747889280213,,-7.711373569182261,True,617.0
CDK7,Rest,,,,,,-0.2815559491638954,False,76.0
CDK7,Stim48hr,,,,,,-1.2726278009432046,False,93.0
CDK7,Stim8hr,,,,,,-3.171355381399166,False,91.0
CDK8,Rest,,,,-0.0223806647537108,0.8206707507412003,-12.090245985456756,True,641.0
CDK8,Stim48hr,,,,0.055768897552249,1.0,-17.026445542804,True,677.0
CDK8,Stim8hr,,,,0.0648109600831424,0.9814707766532724,-17.430295305916097,True,611.0
CDK9,Rest,,,,,,-6.406888234317107,True,297.0
CDK9,Stim48hr,,,,,,-8.44505581709203,True,257.0
CDK9,Stim8hr,,,,,,-8.419001007079318,True,289.0
CDKAL1,Rest,,,,0.0328489635749441,0.506351583719374,-23.49341922704165,True,987.0
CDKAL1,Stim48hr,,,,0.0504776076223703,0.625211299605188,-29.6787442718042,True,1140.0
CDKAL1,Stim8hr,,,,0.0351958918708699,0.5560851013729862,-26.25786946872031,True,911.0
CDKL1,Rest,,,,0.168645008457518,,-0.4150606788376138,False,430.0
CDKL1,Stim48hr,,,,0.0845784681909354,,-0.1247267671335883,False,383.0
CDKL1,Stim8hr,,,,0.1451921324262908,,-3.0639181308640167,False,409.0
CDKL2,Rest,,,,-0.0926223619290938,,-3.0511851775038488,False,860.0
CDKL2,Stim48hr,,,,0.0258661818758738,,-3.7456701094461953,False,930.0
CDKL2,Stim8hr,,,,-0.0083341114297545,,-1.464525416252744,False,894.0
CDKL5,Rest,,,,0.0662901421677467,-0.5648294341485769,-3.406938434172602,False,982.0
CDKL5,Stim48hr,,,,-0.005386034687622,-1.0,-2.736271267258077,False,961.0
CDKL5,Stim8hr,,,,0.0338191853213858,0.4170285045211979,-2.1884904128232865,False,918.0
CDKN1A,Rest,,,,0.1277795538035554,0.7443354101686973,-11.691742719816332,True,394.0
CDKN1A,Stim48hr,,,,0.0047801717916945,-0.1506959513311119,-11.653888384749854,True,336.0
CDKN1A,Stim8hr,,,,0.1201158745751142,0.5533511128752489,-10.575680846176978,True,410.0
CDKN1B,Rest,,,,0.1316520604407229,,-1.185145818593398,False,517.0
CDKN1B,Stim48hr,,,,-0.025849501292904,-1.0,-2.3785768572972,False,527.0
CDKN1B,Stim8hr,,,,0.1437286869912374,-0.6217358652342024,-2.7485719560731288,False,511.0
CDKN1C,Rest,,,,0.0347622953246079,,-0.3495058587063023,False,479.0
CDKN1C,Stim48hr,,,,0.0445865913911053,,-0.3247784635327472,False,379.0
CDKN1C,Stim8hr,,,,0.0229115454531767,,0.4435504743959483,False,384.0
CDKN2A,Rest,,,,0.0849458625999183,,-12.558337565793032,True,713.0
CDKN2A,Stim48hr,,,,0.0698473798197753,1.0,-8.967298696555627,True,573.0
CDKN2A,Stim8hr,,,,0.0850370573225395,,-9.69730747947994,True,594.0
CDKN2AIP,Rest,0.067381621440213,0.0284164210241898,0.7699203933496254,0.1492243895107829,0.7176949480178857,-8.652133904749588,True,505.0
CDKN2AIP,Stim48hr,0.0746836204102326,0.0537661478912594,0.8959226720670396,0.1304010652583596,0.6384354507437934,-8.859799724331738,True,483.0
CDKN2AIP,Stim8hr,0.0586456003055244,0.0452194643522223,0.7454105485216126,0.0733754123844933,0.7782296206807471,-8.403342735026484,True,478.0
CDKN2AIPNL,Rest,,,,-0.0170300795287714,,-12.862394963903856,True,903.0
CDKN2AIPNL,Stim48hr,,,,0.0378858581413371,1.0,-18.151785599934296,True,786.0
CDKN2AIPNL,Stim8hr,,,,0.0326718562314449,,-16.296365265829824,True,820.0
CDKN2C,Rest,,,,0.0536677981714684,,-7.457091370379216,True,635.0
CDKN2C,Stim48hr,,,,0.0136116795413271,,-8.273312142427107,True,554.0
CDKN2C,Stim8hr,,,,0.0540331659361433,,-7.600170294699931,True,644.0
CDKN3,Rest,,,,-0.0074504615866178,0.5805201243838518,-12.365634561781034,True,639.0
CDKN3,Stim48hr,,,,0.0688229354784742,1.0,-18.03635655776196,True,650.0
CDKN3,Stim8hr,,,,0.1388470112797489,,-11.41787662925268,True,679.0
CDO1,Rest,,,,0.1830114970882262,,-1.8881999044572448,False,993.0
CDO1,Stim48hr,,,,0.1558199627235783,,-2.654426239455548,False,962.0
CDO1,Stim8hr,,,,0.0819336154347065,,-2.1652749907448565,False,899.0
CDON,Rest,,,,0.0698885990213381,-0.96662894173052,-0.8697250814556764,False,411.0
CDON,Stim48hr,,,,0.0632182317688992,-1.0,-1.2918684137811676,False,446.0
CDON,Stim8hr,,,,0.071610713004114,1.0,-1.1811473505441443,False,382.0
CDPF1,Rest,,,,0.0607054055256012,0.2007919241398428,-4.220706099924312,True,316.0
CDPF1,Stim48hr,,,,0.0094448118161403,0.6159860476324861,-6.693994130393333,True,302.0
CDPF1,Stim8hr,,,,-0.0322669099593072,-1.0,-5.280285294019115,True,276.0
CDR2,Rest,,,,0.0724063773362549,,-20.26292701743756,True,747.0
CDR2,Stim48hr,,,,0.0616457132704417,,-22.08451096226933,True,780.0
CDR2,Stim8hr,,,,0.0335694434375705,,-22.68044626949076,True,675.0
CDRT4,Rest,,,,0.5341168909056332,,-1.7608237286385116,False,781.0
CDRT4,Stim48hr,,,,0.1151742529966693,,-2.3013746559975177,False,964.0
CDRT4,Stim8hr,,,,0.1011943418098815,,-1.874601191077182,False,793.0
CDS1,Rest,,,,0.0170374918103334,1.0,0.0,False,1010.0
CDS1,Stim48hr,,,,0.033409306338411,,0.0,False,776.0
CDS1,Stim8hr,,,,0.0569203660486407,-0.2624502528633073,0.0,False,890.0
CDS2,Rest,,,,,,-8.977453850130342,True,168.0
CDS2,Stim48hr,,,,,,-2.309570571556615,False,43.0
CDS2,Stim8hr,0.3301823878956091,0.3189586144705377,0.7292278131822051,,,-6.939856353546112,True,118.0
CDV3,Rest,,,,0.0891759513876539,0.2185198745292898,-15.732193254875844,True,499.0
CDV3,Stim48hr,,,,0.1138164213240214,1.0,-16.657431219963588,True,508.0
CDV3,Stim8hr,,,,0.049361104229072,0.0188328607193435,-24.786425364974804,True,479.0
CDX1,Rest,,,,-0.0327373861095301,-0.9214336840733368,0.0,False,902.0
CDX1,Stim48hr,,,,0.0112980743436246,0.9696411196419392,0.0,False,856.0
CDX1,Stim8hr,,,,0.029601033748223,,0.0,False,751.0
CDX2,Rest,,,,0.0702950388508858,,0.0,False,691.0
CDX2,Stim48hr,,,,0.1135921791332699,-1.0,0.0,False,597.0
CDX2,Stim8hr,,,,0.0655695209746444,-1.0,0.0,False,579.0
CDX4,Rest,,,,,,0.0,False,467.0
CDX4,Stim48hr,,,,,,0.0,False,445.0
CDX4,Stim8hr,,,,,,0.0,False,417.0
CDYL,Rest,,,,,,-5.040279816205114,True,163.0
CDYL,Stim48hr,0.2724192032321475,0.1836165356381266,0.6055783620143279,,,-5.314761175562501,True,146.0
CDYL,Stim8hr,0.1852522731884619,0.1713347462863161,0.5594320953453283,,,-7.170576320006643,True,192.0
CDYL2,Rest,,,,0.0528053711123468,1.0,-10.71464876476138,True,1015.0
CDYL2,Stim48hr,,,,0.120787397619194,,-11.82894877277671,True,889.0
CDYL2,Stim8hr,,,,0.0604714808435617,0.9926275753616358,-11.97006415822933,True,921.0
CEACAM1,Rest,,,,0.0254464397921624,-0.1270278352018856,-4.959603602718704,True,675.0
CEACAM1,Stim48hr,,,,-0.0066082944995213,0.2753094466481504,-3.3255331591199098,False,623.0
CEACAM1,Stim8hr,,,,0.0018318422919118,-0.0927754360707396,-3.4641213932422987,False,634.0
CEACAM21,Rest,,,,,,-4.739056462266766,True,337.0
CEACAM21,Stim48hr,,,,0.0930470042023643,-1.0,-5.675967374958256,True,535.0
CEACAM21,Stim8hr,,,,0.081033472095496,,-5.042776506696152,True,501.0
CEACAM4,Rest,,,,0.0170795110875446,,0.0,False,515.0
CEACAM4,Stim48hr,,,,0.045018833974129,,0.0,False,596.0
CEACAM4,Stim8hr,,,,0.0653060272610341,,0.0,False,535.0
CEBPA,Rest,,,,0.0052170563751833,0.8048120200327131,0.0,False,549.0
CEBPA,Stim48hr,,,,0.0543444819424538,0.5529659381032193,0.0,False,571.0
CEBPA,Stim8hr,,,,0.1228857050052108,-0.9863503687883348,0.0,False,565.0
CEBPB,Rest,,,,0.0159823208120016,0.0306504166863436,-4.932544388906518,True,946.0
CEBPB,Stim48hr,,,,0.0867730198854876,-0.2261094123512225,-11.953326124602428,True,923.0
CEBPB,Stim8hr,,,,0.0125205253777217,-0.2748409229358206,-10.479875482110106,True,768.0
CEBPD,Rest,,,,0.0659872912567299,1.0,-1.1023482830784022,False,675.0
CEBPD,Stim48hr,,,,-0.0135637138901787,,-1.6573096878583762,False,804.0
CEBPD,Stim8hr,,,,0.0327497873987403,-0.5468728559457607,-2.1316601571622824,False,764.0
CEBPE,Rest,,,,0.1083693316458382,,0.0,False,407.0
CEBPE,Stim48hr,,,,0.106325679521513,,0.0,False,518.0
CEBPE,Stim8hr,,,,0.0987206560728545,,0.0,False,433.0
CELF1,Rest,,,,0.0746596535422494,,-39.481967029663,True,1980.0
CELF1,Stim48hr,,,,0.0508711870360721,0.9480911349161552,-44.50401477785021,True,2241.0
CELF1,Stim8hr,,,,0.0705459378340588,,-51.47421271190933,True,1812.0
CELF2,Rest,,,,0.1292824072686205,0.9051303828756464,-27.50033787081427,True,1027.0
CELF2,Stim48hr,,,,0.1108568179825347,0.9944588077784472,-32.7631438216776,True,1100.0
CELF2,Stim8hr,,,,0.1003593159413862,0.9869275328464856,-18.856358253845453,True,1032.0
CELSR2,Rest,,,,,,-1.06093598533265,False,205.0
CELSR2,Stim48hr,,,,,,-0.7535004577383797,False,216.0
CELSR2,Stim8hr,,,,,,-0.4799008915133118,False,197.0
CELSR3,Rest,,,,-0.0298429408668505,-1.0,-2.1405918790161302,False,1444.0
CELSR3,Stim48hr,,,,-0.0490784628025088,,-2.894448695355825,False,1408.0
CELSR3,Stim8hr,,,,0.0167659784561141,,-2.811953696370416,False,1341.0
CEMIP,Rest,,,,,,0.0,False,477.0
CEMIP,Stim48hr,,,,,,0.0,False,476.0
CEMIP,Stim8hr,,,,,,0.0,False,390.0
CEMIP2,Rest,,,,0.1616977142407181,1.0,-11.152532912907532,True,669.0
CEMIP2,Stim48hr,,,,0.1091188420641891,0.991026705029984,-14.6307205861081,True,563.0
CEMIP2,Stim8hr,,,,0.0743747935658581,1.0,-13.035525164742392,True,534.0
CENPB,Rest,,,,0.0599871996924857,0.6930274234785568,-11.4258811694555,True,258.0
CENPB,Stim48hr,,,,0.031004492007659,0.9088395057062004,-12.124951861592118,True,284.0
CENPB,Stim8hr,,,,0.068710066184976,0.6107185827874517,-13.59151719290892,True,257.0
CENPBD1P,Rest,,,,0.0088964601840017,,0.0,False,499.0
CENPBD1P,Stim48hr,,,,0.062565654477276,,0.0,False,527.0
CENPBD1P,Stim8hr,,,,0.0787328032117423,,0.0,False,503.0
CENPE,Stim48hr,0.1320414001391313,0.0962130565608098,0.3780933233959281,,,-5.538392817693761,True,53.0
CENPE,Stim8hr,0.3926491317873826,0.2742846238020788,0.4890821556845772,,,-3.544505358449988,True,58.0
CENPF,Rest,,,,0.1184396138183793,1.0,-17.606060280460355,True,603.0
CENPF,Stim48hr,,,,0.1577694127996569,0.8342430753853592,-25.74911728347148,True,628.0
CENPF,Stim8hr,,,,0.1242247382394248,0.7522806242725779,-14.2928122846339,True,541.0
CENPJ,Rest,,,,,,-1.946486390436574,False,45.0
CENPJ,Stim48hr,,,,,,-4.018122877272572,True,41.0
CENPJ,Stim8hr,-0.0047485694423139,-0.0803114024918412,0.3533217589009179,,,-3.272238079494165,False,56.0
CENPO,Rest,,,,-0.0039946301485614,-0.0524274137295647,-1.3585326000369948,False,387.0
CENPO,Stim48hr,,,,0.0616765258600584,0.2322992881490739,-3.524316456313988,False,562.0
CENPO,Stim8hr,,,,0.0712182790078826,,-2.6912960200931675,False,500.0
CENPP,Rest,,,,,,-0.618360930657992,False,88.0
CENPP,Stim48hr,,,,,,-2.1058920865521458,False,102.0
CENPQ,Rest,,,,,,-3.014492645219722,False,137.0
CENPQ,Stim48hr,,,,,,-1.829305092959246,True,55.0
CENPQ,Stim8hr,,,,,,-1.906768263410716,False,89.0
CENPS,Rest,,,,,,-8.351969067140878,True,383.0
CENPS,Stim48hr,,,,,,-9.6464630817531,True,307.0
CENPS,Stim8hr,,,,,,-9.392401887540718,True,327.0
CENPT,Stim8hr,,,,,,0.0,False,23.0
CENPU,Rest,,,,,,-5.990757691736029,True,110.0
CENPU,Stim48hr,,,,,,-9.607589011154689,True,117.0
CENPU,Stim8hr,,,,,,-8.007281229718256,True,146.0
CENPV,Rest,,,,0.0951789347027992,-0.027120682288674,-4.358457663916443,True,610.0
CENPV,Stim48hr,,,,0.1106786273064879,0.3377477862569202,-10.777775590138406,True,605.0
CENPV,Stim8hr,,,,0.1229642717882217,0.9965664067766624,-10.195938921451509,True,569.0
CENPW,Rest,,,,,,-4.337726294971135,True,45.0
CENPW,Stim8hr,,,,,,-4.576920066861677,True,51.0
CENPX,Rest,,,,,,-8.462690861584479,True,286.0
CENPX,Stim48hr,,,,,,-9.303328788766558,True,309.0
CENPX,Stim8hr,,,,,,-10.52394139697178,True,272.0
CEP104,Rest,0.0967413784221654,0.0633642027208577,0.827648437540363,,,-10.032066337716133,True,398.0
CEP104,Stim48hr,,,,0.0909920085630033,-1.0,-8.362865007994232,True,446.0
CEP104,Stim8hr,,,,0.0519898960490976,-0.3807436672050633,-11.439674701463144,True,404.0
CEP112,Rest,,,,0.02705240403216,0.344434679038629,-1.5659708507651833,False,455.0
CEP112,Stim48hr,,,,0.0702823842391858,0.8068124678208393,-1.2139246283092358,False,381.0
CEP112,Stim8hr,,,,0.0617223763249742,0.8954226838478704,-2.2035586599453763,False,398.0
CEP120,Rest,,,,,,-8.512918739671957,True,188.0
CEP120,Stim48hr,,,,0.0995135785790684,1.0,-10.701165629461666,True,204.0
CEP120,Stim8hr,,,,,,-8.565870978054232,True,207.0
CEP126,Rest,,,,0.0579645870822348,,-1.8392941032252663,False,781.0
CEP126,Stim48hr,,,,0.0244497696439906,0.1700065591134411,-2.799938926024842,False,802.0
CEP126,Stim8hr,,,,0.0449540228594017,,-1.6671545987528589,False,675.0
CEP128,Rest,,,,0.0397067220113871,,-14.117341437452875,True,1291.0
CEP128,Stim48hr,,,,0.0064695079065386,,-20.79937193753728,True,1318.0
CEP128,Stim8hr,,,,0.0197861903362135,1.0,-13.3077138475687,True,1170.0
CEP131,Rest,,,,0.0910013787481041,1.0,-8.282290794239819,True,1027.0
CEP131,Stim48hr,,,,0.1361434639638974,1.0,-7.217965171059436,True,806.0
CEP131,Stim8hr,,,,0.0737597323550787,0.9666249919095516,-8.850574754483219,True,811.0
CEP135,Rest,,,,,,-8.812593934139988,True,330.0
CEP135,Stim48hr,0.0812092878521578,0.0255891950808816,0.8187180794778556,,,-7.001658404976221,True,306.0
CEP135,Stim8hr,0.0924159980629848,0.0727849623900694,0.8370739642140997,,,-9.882177221823335,True,347.0
CEP162,Rest,,,,0.0359901381544077,,-7.700859447826606,True,648.0
CEP162,Stim48hr,,,,0.046402403299545,,-6.777687501574023,True,727.0
CEP162,Stim8hr,,,,0.112114933034333,0.713579496988388,-6.048943237267538,True,662.0
CEP164,Rest,,,,0.0401357344068273,,-8.852006765070524,True,495.0
CEP164,Stim48hr,,,,0.0900666760706511,,-6.77341204853439,True,362.0
CEP164,Stim8hr,,,,-0.0178636490051618,0.6735111291528592,-8.130646861748314,True,379.0
CEP170,Rest,,,,0.119293667022017,-1.0,-9.482226623232105,True,677.0
CEP170,Stim48hr,,,,0.1128767978399573,-1.0,-14.96239324948944,True,646.0
CEP170,Stim8hr,,,,0.0852822226874721,1.0,-12.462739253536444,True,622.0
CEP170B,Rest,,,,0.0046836001267336,,-3.2305993359576024,False,384.0
CEP170B,Stim48hr,,,,-0.0238651887752173,,-4.175652408795377,False,338.0
CEP170B,Stim8hr,,,,0.0062572096991152,,-3.825504039274703,False,331.0
CEP19,Rest,,,,-0.0142445098207031,0.3407696272843497,-6.04928738263182,True,317.0
CEP19,Stim48hr,,,,0.0647859457805316,0.6508388665619838,-9.58304056616967,True,518.0
CEP19,Stim8hr,,,,0.0733979642085408,0.2910901072460842,-7.117146529974741,True,458.0
CEP250,Rest,,,,,,-5.023139195257707,True,320.0
CEP250,Stim48hr,,,,0.1100805479895736,,-11.23902307136502,True,509.0
CEP250,Stim8hr,,,,0.0496224167705767,,-6.50094086445873,True,393.0
CEP290,Rest,,,,0.0537994408652492,0.7610920964870496,-7.655223887172819,True,1221.0
CEP290,Stim48hr,,,,0.0426955358064072,0.9893612809859746,-10.18480645283461,True,1242.0
CEP290,Stim8hr,,,,0.0042757985285192,-1.0,-10.702661533119372,True,1184.0
CEP295,Rest,,,,,,-2.983348407972497,False,55.0
CEP295,Stim48hr,,,,,,-5.169484064545995,True,87.0
CEP295,Stim8hr,,,,,,-3.9698151103872026,False,109.0
CEP350,Rest,0.1308288482349986,-0.0287847597495048,0.5552000730834307,,,-6.210485977401381,True,102.0
CEP350,Stim48hr,0.0595704121976895,0.0005980234663367,0.7086968029550493,,,-7.399546318821023,True,192.0
CEP350,Stim8hr,0.0105885101767136,-0.0592929216393727,0.3647532361795569,,,-8.361743895045537,True,149.0
CEP41,Rest,,,,0.1346371643573207,0.9818127208718432,-7.526524223813161,True,652.0
CEP41,Stim48hr,,,,0.0652844280415239,0.9818214299584984,-9.407599686009313,True,652.0
CEP41,Stim8hr,,,,0.2079924875483585,,-9.77360289570554,True,632.0
CEP44,Rest,0.0900339222798225,0.0635249718105337,0.7824472346377402,0.0714557863393441,1.0,-8.90162476017045,True,346.0
CEP44,Stim48hr,,,,0.0326163535718467,1.0,-11.209874000791206,True,259.0
CEP44,Stim8hr,,,,0.0337148188824606,-1.0,-8.164062743635057,True,288.0
CEP55,Rest,,,,,,-11.6211852532689,True,152.0
CEP55,Stim48hr,0.0209038124322699,-0.1142932027705855,0.7018675968242922,,,-13.371234254259724,True,96.0
CEP55,Stim8hr,,,,,,-10.554361209751807,True,142.0
CEP57,Rest,0.0755201332257578,0.0417571953079941,0.7030021153126428,,,-1.9858730797075583,False,90.0
CEP57,Stim48hr,,,,,,-8.339815152924203,True,140.0
CEP57,Stim8hr,,,,,,-7.42642115842705,True,122.0
CEP57L1,Rest,,,,0.1001648663128665,,-5.897846787186042,True,436.0
CEP57L1,Stim48hr,,,,0.1150126344600041,1.0,-9.76448183878266,True,443.0
CEP57L1,Stim8hr,,,,,,-4.618928077254847,True,404.0
CEP68,Rest,,,,0.164140722454347,1.0,-8.406644914421285,True,816.0
CEP68,Stim48hr,,,,0.1039184527878917,,-10.575004310644042,True,1143.0
CEP68,Stim8hr,,,,0.1645783926030927,,-8.198712087016508,True,926.0
CEP70,Rest,,,,0.0934766566622757,,-5.575462704270004,True,539.0
CEP70,Stim48hr,,,,0.1138825557372868,,-6.9793474084040605,True,586.0
CEP70,Stim8hr,,,,0.1050215935192055,,-3.095660158810073,False,485.0
CEP72,Rest,,,,0.1211443357589043,1.0,-7.055597629354215,True,311.0
CEP72,Stim48hr,,,,0.112243855721608,1.0,-7.483388190574927,True,248.0
CEP72,Stim8hr,,,,0.2119280946896276,,-8.717940433807447,True,310.0
CEP76,Rest,,,,,,-7.466833816259966,True,686.0
CEP76,Stim48hr,,,,,,-9.1118400277317,True,605.0
CEP76,Stim8hr,,,,,,-9.326373138067463,True,560.0
CEP78,Rest,,,,0.1422150750612232,,-14.936704618414124,True,598.0
CEP78,Stim48hr,,,,0.1404247329274698,0.9670648044913694,-14.447014554733013,True,616.0
CEP78,Stim8hr,,,,0.1447378414041659,1.0,-14.138774709678993,True,554.0
CEP83,Rest,,,,0.0699219379989928,0.6001605339369449,-7.57412574233223,True,325.0
CEP83,Stim48hr,0.200371328420171,0.1965991329654462,0.577899590196361,0.0535562849134794,0.3223395363765843,-11.732605830868325,True,337.0
CEP83,Stim8hr,,,,0.1343891063889997,0.3679241600422079,-13.84283246463746,True,321.0
CEP85,Rest,,,,,,-3.204780255696174,False,47.0
CEP85,Stim8hr,,,,,,-2.7739154946295392,True,43.0
CEP85L,Rest,,,,0.0747181391503576,,-6.861316647091438,True,1120.0
CEP85L,Stim48hr,,,,0.0535126427038389,,-11.17695067311105,True,1028.0
CEP85L,Stim8hr,,,,0.0627171542405026,,-15.839973810574833,True,1041.0
CEP89,Rest,0.1308607790668053,0.1209189289060153,0.4624420791629753,0.1214165264357656,1.0,-5.430648872367106,True,365.0
CEP89,Stim48hr,0.1197772318876826,0.1152339684596993,0.8182518567283852,0.1035752656261401,0.856113600576928,-5.075481424030037,True,270.0
CEP89,Stim8hr,0.0846186336785319,0.056651472599327,0.8501026572896772,0.0793077288520675,-1.0,-4.923106229009126,True,348.0
CEP95,Rest,,,,,,-1.7749587769922726,False,243.0
CEP95,Stim48hr,,,,,,-3.444413242561752,False,260.0
CEP95,Stim8hr,,,,,,-4.109005022610648,True,238.0
CEP97,Rest,,,,0.0416316523166411,,-7.228454076720864,True,337.0
CEP97,Stim48hr,,,,0.0631370994157551,,-8.126907381936524,True,383.0
CEP97,Stim8hr,,,,0.0852419358874628,-1.0,-7.695303156313822,True,347.0
CEPT1,Rest,,,,,,-10.507894786483908,True,287.0
CEPT1,Stim48hr,0.0293250977809531,-0.0174679582056555,0.7691716910773111,,,-7.81068257305409,True,138.0
CEPT1,Stim8hr,,,,,,-12.082664211830345,True,317.0
CERK,Rest,,,,0.0146340623769427,0.9287283401200396,-12.527155535040505,True,465.0
CERK,Stim48hr,,,,0.024645804143668,,-12.89299392638929,True,467.0
CERK,Stim8hr,,,,0.0019048855323118,0.9456887576672812,-11.617608006834592,True,453.0
CERKL,Rest,,,,,,0.0,False,428.0
CERKL,Stim48hr,,,,,,0.0,False,421.0
CERKL,Stim8hr,,,,,,0.0,False,316.0
CERS2,Rest,,,,0.1266831973260283,0.7512779864140924,-32.3373609586862,True,857.0
CERS2,Stim48hr,,,,0.1436195386780827,0.8131902456046581,-34.182581494977946,True,780.0
CERS2,Stim8hr,,,,0.1387883637670898,0.802691381904597,-37.03374444275994,True,662.0
CERS4,Rest,,,,,,-7.874901640636293,True,272.0
CERS4,Stim48hr,,,,,,-6.898793392267382,True,247.0
CERS4,Stim8hr,,,,,,-5.909887547430767,True,261.0
CERS5,Rest,,,,,,-7.310730058074839,True,182.0
CERS5,Stim48hr,,,,,,-9.268230325313228,True,166.0
CERS5,Stim8hr,,,,,,-9.11316424711244,True,197.0
CERS6,Rest,,,,,,-7.054197136693493,True,344.0
CERS6,Stim48hr,,,,,,-10.288916753563294,True,368.0
CERS6,Stim8hr,,,,,,-12.779416316011735,True,307.0
